آباد	AJ$آباد+POS
تام‌تر	AJ$تام+COMP
تان	AJ$+POS PRO2PL
تانست	AJ$+POS PRO2PL COP3SG
تانم	AJ$+POS PRO2PL COP1SG
تانی	AJ$+POS PRO2PL COP2SG#POS PRO2PL YEH
تایب	AJ$تایب+POS
تایبم	AJ$تایب+POS PRO1SG#POS COP1SG
تایبی	AJ$تایب+POS YEH#POS COP2SG
تایق	AJ$تایق+POS
تباه	AJ$تباه+POS
تباهش	AJ$تباه+POS PRO3SG
تباهم	AJ$تباه+POS PRO1SG
تباه‌تر	AJ$تباه+COMP
تبدیلی	AJ$تبدیلی+POS
تبری	AJ$تبری+POS
تبریزی	AJ$تبریزی+POS
تبریزیت	AJ$تبریزی+POS PRO2SG
تبریزیست	AJ$تبریزی+POS COP3SG
تبریزیش	AJ$تبریزی+POS PRO3SG
تبریزیم	AJ$تبریزی+POS PRO1SG#POS COP1SG
تبریزیی	AJ$تبریزی+POS EZ#POS COP2SG
تبست	AJ$تبست+POS
تبل	AJ$تبل+POS
تبلی	AJ$تبل+POS YEH#POS COP2SG
تبند	AJ$تبند+POS
تبهی	AJ$تبهی+POS
تب‌بر	AJ$تب‌بر+POS
تتری	AJ$تتری+POS
تتماجی	AJ$تتماجی+POS
تجارتی	AJ$تجارتی+POS
تجاری	AJ$تجاری+POS
تجاوزیست	AJ$تجاوزی+POS COP3SG
تجریدیم	AJ$تجریدی+POS PRO1SG#POS COP1SG
تجملی	AJ$تجملی+POS
تحتانی	AJ$تحتانی+POS
تحصیلی	AJ$تحصیلی+POS
تحفه	AJ$تحفه+POS
تحفه‌ئی	AJ$تحفه+POS YEH
تحفه‌ات	AJ$تحفه+POS PRO2SG
تحفه‌ای	AJ$تحفه+POS COP2SG
تحفه‌شان	AJ$تحفه+POS PRO3PL
تحفه‌ی	AJ$تحفه+POS EZ#POS COP2SG
تحقیقی	AJ$تحقیقی+POS
تحویلی	AJ$تحویلی+POS
تخت	AJ$تخت+POS
تختت	AJ$تخت+POS PRO2SG
تختست	AJ$تخت+POS COP3SG
تختش	AJ$تخت+POS PRO3SG
تختشان	AJ$تخت+POS PRO3PL
تختم	AJ$تخت+POS PRO1SG#POS COP1SG
تختند	AJ$تخت+POS COP3PL
تخته‌ای	AJ$تخته‌ای+POS
تخته‌بند	AJ$تخته‌بند+POS
تخته‌بندست	AJ$تخته‌بند+POS COP3SG
تخته‌بندی	AJ$تخته‌بند+POS YEH#POS COP2SG
تختور	AJ$تختور+POS
تختی	AJ$تخت+POS YEH#POS COP2SG
تخت‌اند	AJ$تخت+POS COP3PL
تخت‌گیر	AJ$تخت‌گیر+POS
تخت‌گیری	AJ$تخت‌گیر+POS YEH#POS COP2SG
تخجم	AJ$تخجم+POS
تخسی	AJ$تخس+POS YEH#POS COP2SG
تخمی	AJ$تخمی+POS
تخمیست	AJ$تخمی+POS COP3SG*تخمیس+POS PRO2SG
تخمیش	AJ$تخمی+POS PRO3SG
تخمیم	AJ$تخمی+POS PRO1SG#POS COP1SG
تخمینی	AJ$تخمینی+POS
تخمی‌ست	AJ$تخمی+POS COP3SG
تدریجی	AJ$تدریجی+POS
تر	AJ$+COMP*تر+POS
ترا	AJ$+POS PRO2SG POSTP
تراز	AJ$تراز+POS
تراشیده	AJ$تراشیده+POS
تراشیده‌ام	AJ$تراشیده+POS PRO1SG#POS COP1SG
تراشیده‌ی	AJ$تراشیده+POS EZ#POS COP2SG
تراویده	AJ$تراویده+POS
تربیتی	AJ$تربیتی+POS
ترت	AJ$+COMP PRO2SG*تر+POS PRO2SG
ترتر	AJ$تر+COMP
ترتریم	AJ$تر+COMP COP1PL#COMP YEH COP1SG
ترتیبی	AJ$ترتیبی+POS
ترد	AJ$ترد+POS
تردامن	AJ$تردامن+POS
تردامنست	AJ$تردامن+POS COP3SG
تردامنم	AJ$تردامن+POS PRO1SG#POS COP1SG
تردامنند	AJ$تردامن+POS COP3PL
تردامنی	AJ$تردامن+POS YEH#POS COP2SG
تردست	AJ$تردست+POS*ترد+POS COP3SG
تردستی	AJ$تردست+POS YEH#POS COP2SG*ترد+POS COP2SG
تردستیم	AJ$تردست+POS COP1PL#POS YEH COP1SG*ترد+POS COP1PL
تردید	AJ$ترد+POS COP2PL
ترسان	AJ$ترسان+POS
ترسانتر	AJ$ترسان+COMP
ترسانده	AJ$ترسانده+POS
ترسانم	AJ$ترسان+POS PRO1SG#POS COP1SG
ترسانند	AJ$ترسان+POS COP3PL
ترسانی	AJ$ترسان+POS YEH#POS COP2SG
ترسانیده	AJ$ترسانیده+POS
ترسانیست	AJ$ترسان+POS YEH COP3SG
ترسانییم	AJ$ترسان+POS YEH COP1PL
ترسایی	AJ$ترسایی+POS
ترساییی	AJ$ترسایی+POS EZ#POS COP2SG
ترست	AJ$+COMP COP3SG*تر+POS COP3SG
ترستم	AJ$+COMP COP1SG*تر+POS COP1SG
ترستی	AJ$+COMP COP2SG*تر+POS COP2SG
ترسناک	AJ$ترسناک+POS
ترسناکت	AJ$ترسناک+POS PRO2SG
ترسناکی	AJ$ترسناک+POS YEH#POS COP2SG
ترسنده	AJ$ترسنده+POS
ترسنده‌اند	AJ$ترسنده+POS COP3PL
ترسنده‌ای	AJ$ترسنده+POS COP2SG
ترسکار	AJ$ترسکار+POS
ترسکاری	AJ$ترسکار+POS YEH#POS COP2SG
ترسیده	AJ$ترسیده+POS
ترسیده‌ام	AJ$ترسیده+POS PRO1SG#POS COP1SG
ترسیده‌اند	AJ$ترسیده+POS COP3PL
ترسیده‌ایم	AJ$ترسیده+POS COP1PL
ترسیده‌ست	AJ$ترسیده+POS COP3SG
ترش	AJ$ترش+POS*+COMP PRO3SG*تر+POS PRO3SG
ترشان	AJ$+COMP PRO3PL*تر+POS PRO3PL
ترشست	AJ$ترش+POS COP3SG*+COMP PRO3SG COP3SG*تر+POS PRO3SG COP3SG
ترشش	AJ$ترش+POS PRO3SG
ترشم	AJ$ترش+POS PRO1SG#POS COP1SG*+COMP PRO3SG COP1SG*تر+POS PRO3SG COP1SG
ترشند	AJ$ترش+POS COP3PL*+COMP PRO3SG COP3PL*تر+POS PRO3SG COP3PL
ترشی	AJ$ترش+POS YEH#POS COP2SG*+COMP PRO3SG COP2SG#COMP PRO3SG YEH*تر+POS PRO3SG COP2SG#POS PRO3SG YEH
ترشیی	AJ$ترش+POS YEH COP2SG*+COMP PRO3SG YEH COP2SG*تر+POS PRO3SG YEH COP2SG
ترش‌رو	AJ$ترش‌رو+POS
ترش‌رویی	AJ$ترش‌رو+POS YEH
ترفند	AJ$ترفند+POS
ترفندت	AJ$ترفند+POS PRO2SG
ترفندی	AJ$ترفند+POS YEH#POS COP2SG
ترم	AJ$+COMP COP1SG#COMP PRO1SG*تر+POS PRO1SG#POS COP1SG
ترمی	AJ$+COMP PRO1SG COP2SG#COMP PRO1SG YEH*ترمی+POS*تر+POS PRO1SG YEH#POS PRO1SG COP2SG
ترنجی	AJ$ترنجی+POS
ترنجیده	AJ$ترنجیده+POS
ترند	AJ$+COMP COP3PL*تر+POS COP3PL
ترونده	AJ$ترونده+POS
ترونده‌ی	AJ$ترونده+POS EZ#POS COP2SG
ترک	AJ$ترک+POS
ترکانه	AJ$ترکانه+POS
ترکت	AJ$ترک+POS PRO2SG
ترکتاز	AJ$ترکتاز+POS
ترکتازت	AJ$ترکتاز+POS PRO2SG
ترکتازست	AJ$ترکتاز+POS COP3SG
ترکتازش	AJ$ترکتاز+POS PRO3SG
ترکتازم	AJ$ترکتاز+POS PRO1SG#POS COP1SG
ترکتازی	AJ$ترکتاز+POS YEH#POS COP2SG
ترکست	AJ$ترک+POS COP3SG
ترکش	AJ$ترک+POS PRO3SG
ترکشان	AJ$ترک+POS PRO3PL
ترکشست	AJ$ترک+POS PRO3SG COP3SG
ترکشم	AJ$ترک+POS PRO3SG COP1SG
ترکشی	AJ$ترک+POS PRO3SG COP2SG#POS PRO3SG YEH
ترکم	AJ$ترک+POS PRO1SG#POS COP1SG
ترکمان	AJ$ترک+POS PRO1PL
ترکمانی	AJ$ترک+POS PRO1PL COP2SG#POS PRO1PL YEH
ترکمانی‌ست	AJ$ترک+POS PRO1PL YEH COP3SG
ترکه	AJ$+COMP CONJ*تر+POS CONJ
ترکی	AJ$ترک+POS YEH#POS COP2SG*ترکی+POS
ترکیبی	AJ$ترکیبی+POS
ترکیت	AJ$ترکی+POS PRO2SG
ترکیست	AJ$ترک+POS YEH COP3SG*ترکی+POS COP3SG
ترکیستی	AJ$ترک+POS YEH COP2SG*ترکی+POS COP2SG
ترکیش	AJ$ترکی+POS PRO3SG
ترکیم	AJ$ترک+POS COP1PL#POS YEH COP1SG*ترکی+POS PRO1SG#POS COP1SG
ترکیی	AJ$ترک+POS YEH COP2SG*ترکی+POS EZ#POS COP2SG
ترک‌تاز	AJ$ترک‌تاز+POS
ترک‌تازی	AJ$ترک‌تاز+POS YEH#POS COP2SG
ترک‌دار	AJ$ترک‌دار+POS
ترک‌نشین	AJ$ترک‌نشین+POS
تری	AJ$+COMP COP2SG#COMP YEH*تر+POS YEH#POS COP2SG
ترید	AJ$+COMP COP2PL*تر+POS COP2PL
تریم	AJ$+COMP COP1PL#COMP YEH COP1SG*تر+POS COP1PL#POS YEH COP1SG
ترین	AJ$+SUP
تریی	AJ$+COMP YEH COP2SG*تر+POS YEH COP2SG
تزویرگر	AJ$تزویرگر+POS
تسبیح‌خوان	AJ$تسبیح‌خوان+POS
تسبیح‌خوانی	AJ$تسبیح‌خوان+POS YEH#POS COP2SG
تست	AJ$+POS PRO2SG COP3SG
تستری	AJ$تستری+POS
تستم	AJ$+POS PRO2SG COP1SG
تستی	AJ$+POS PRO2SG COP2SG*تستی+POS
تسلی	AJ$تسلی+POS
تسلیت	AJ$تسلی+POS PRO2SG
تسلیست	AJ$تسلی+POS COP3SG
تسلیش	AJ$تسلی+POS PRO3SG
تسلیم	AJ$تسلی+POS PRO1SG#POS COP1SG*تسلیم+POS
تسلیمش	AJ$تسلیم+POS PRO3SG
تسلیمشان	AJ$تسلیم+POS PRO3PL
تسلیمم	AJ$تسلی+POS PRO1SG COP1SG*تسلیم+POS PRO1SG#POS COP1SG
تسلیمیم	AJ$تسلی+POS PRO1SG YEH COP1SG#POS PRO1SG COP1PL*تسلیم+POS COP1PL#POS YEH COP1SG
تسلیی	AJ$تسلی+POS EZ#POS COP2SG
تسکینی	AJ$تسکینی+POS
تشبیهی	AJ$تشبیهی+POS
تشنه	AJ$تشنه+POS
تشنه‌ئی	AJ$تشنه+POS YEH
تشنه‌ام	AJ$تشنه+POS PRO1SG#POS COP1SG
تشنه‌اند	AJ$تشنه+POS COP3PL
تشنه‌ای	AJ$تشنه+POS COP2SG
تشنه‌ایم	AJ$تشنه+POS COP1PL
تشنه‌ت	AJ$تشنه+POS PRO2SG
تشنه‌تر	AJ$تشنه+COMP
تشنه‌ترست	AJ$تشنه+COMP COP3SG
تشنه‌ترم	AJ$تشنه+COMP COP1SG#COMP PRO1SG
تشنه‌جگر	AJ$تشنه‌جگر+POS
تشنه‌ست	AJ$تشنه+POS COP3SG
تشنه‌لب	AJ$تشنه‌لب+POS
تشنه‌لبی	AJ$تشنه‌لب+POS YEH#POS COP2SG
تشنه‌ی	AJ$تشنه+POS EZ#POS COP2SG
تشنه‌یی	AJ$تشنه+POS YEH
تشکیکی	AJ$تشکیکی+POS
تصدیقی	AJ$تصدیقی+POS
تصدیقیم	AJ$تصدیقی+POS PRO1SG#POS COP1SG
تصوری	AJ$تصوری+POS
تصوریست	AJ$تصوری+POS COP3SG
تصویری	AJ$تصویری+POS
تضمینی	AJ$تضمینی+POS
تعرضی	AJ$تعرضی+POS
تعیینی	AJ$تعیینی+POS
تغلی	AJ$تغلی+POS
تفت	AJ$تفت+POS
تفتست	AJ$تفت+POS COP3SG
تفتش	AJ$تفت+POS PRO3SG
تفته	AJ$تفته+POS
تفته‌ام	AJ$تفته+POS PRO1SG#POS COP1SG
تفته‌ای	AJ$تفته+POS COP2SG
تفته‌ی	AJ$تفته+POS EZ#POS COP2SG
تفتی	AJ$تفت+POS YEH#POS COP2SG
تفتیده	AJ$تفتیده+POS
تفرقه	AJ$تفرقه+POS
تفرقه‌ات	AJ$تفرقه+POS PRO2SG
تفرقه‌ست	AJ$تفرقه+POS COP3SG
تفرقه‌ی	AJ$تفرقه+POS EZ#POS COP2SG
تفسان	AJ$تفسان+POS
تفسیده	AJ$تفسیده+POS
تفسیده‌ی	AJ$تفسیده+POS EZ#POS COP2SG
تفسیردان	AJ$تفسیردان+POS
تفسیرگوی	AJ$تفسیرگو+POS EZ#POS COP2SG*تفسیرگوی+POS
تفسیری	AJ$تفسیری+POS
تفویضی	AJ$تفویضی+POS
تفی	AJ$تفی+POS
تقاضایی	AJ$تقاضایی+POS
تقاضاییم	AJ$تقاضایی+POS PRO1SG#POS COP1SG
تقدیری	AJ$تقدیری+POS
تقریبی	AJ$تقریبی+POS
تقلبی	AJ$تقلبی+POS
تقلیدی	AJ$تقلیدی+POS
تقویتی	AJ$تقویتی+POS
تقی	AJ$تقی+POS
تقیست	AJ$تقی+POS COP3SG
تقیمی	AJ$تقی+POS PRO1SG YEH#POS PRO1SG COP2SG
تلخ	AJ$تلخ+POS
تلخت	AJ$تلخ+POS PRO2SG
تلختر	AJ$تلخ+COMP
تلخترم	AJ$تلخ+COMP COP1SG#COMP PRO1SG
تلخست	AJ$تلخ+POS COP3SG
تلخش	AJ$تلخ+POS PRO3SG
تلخشان	AJ$تلخ+POS PRO3PL
تلخم	AJ$تلخ+POS PRO1SG#POS COP1SG
تلخکامه	AJ$تلخکامه+POS
تلخی	AJ$تلخ+POS YEH#POS COP2SG
تلخیست	AJ$تلخ+POS YEH COP3SG
تلخیم	AJ$تلخ+POS COP1PL#POS YEH COP1SG
تلخیی	AJ$تلخ+POS YEH COP2SG
تلخی‌کش	AJ$تلخی‌کش+POS
تلخ‌تر	AJ$تلخ+COMP
تلخ‌روئی	AJ$تلخ‌رو+POS YEH
تلخ‌کام	AJ$تلخ‌کام+POS
تلخ‌کامی	AJ$تلخ‌کام+POS YEH#POS COP2SG
تلنگی	AJ$تلنگی+POS
تلپت	AJ$تلپ+POS PRO2SG
تلید	AJ$تلید+POS
تلیدی	AJ$تلید+POS YEH#POS COP2SG
تم	AJ$+POS PRO2SG COP1SG
تماشایی	AJ$تماشایی+POS
تماشاییست	AJ$تماشایی+POS COP3SG
تمام	AJ$تمام+POS
تمامت	AJ$تمامت+POS*تمام+POS PRO2SG
تمامتر	AJ$تمام+COMP
تمامست	AJ$تمام+POS COP3SG
تمامش	AJ$تمام+POS PRO3SG
تمامم	AJ$تمام+POS PRO1SG#POS COP1SG
تمامند	AJ$تمام+POS COP3PL
تمامی	AJ$تمام+POS YEH#POS COP2SG*تمامی+POS
تمامیت	AJ$تمامی+POS PRO2SG
تمامیست	AJ$تمام+POS YEH COP3SG*تمامی+POS COP3SG
تمامیم	AJ$تمام+POS COP1PL#POS YEH COP1SG*تمامی+POS PRO1SG#POS COP1SG
تمام‌تر	AJ$تمام+COMP
تمام‌عیار	AJ$تمام‌عیار+POS
تمثیلی	AJ$تمثیلی+POS
تمنایی	AJ$تمنایی+POS
تمناییست	AJ$تمنایی+POS COP3SG
تمناییم	AJ$تمنایی+POS PRO1SG#POS COP1SG
تمیز	AJ$تمیز+POS
تمیزست	AJ$تمیز+POS COP3SG
تمیزی	AJ$تمیز+POS YEH#POS COP2SG
تمییزی	AJ$تمییزی+POS
تناهی	AJ$تناهی+POS
تناهیستی	AJ$تناهی+POS COP2SG
تناور	AJ$تناور+POS
تنبل	AJ$تنبل+POS
تند	AJ$تند+POS*+POS PRO2SG COP3PL
تندتر	AJ$تند+COMP
تندخو	AJ$تندخو+POS
تندخوئی	AJ$تندخو+POS YEH
تندخوتری	AJ$تندخو+COMP COP2SG#COMP YEH
تندخوست	AJ$تندخو+POS COP3SG
تندخوی	AJ$تندخوی+POS*تندخو+POS EZ#POS COP2SG
تندخویی	AJ$تندخوی+POS EZ#POS COP2SG*تندخو+POS YEH
تندخوییست	AJ$تندخو+POS YEH COP3SG
تندرست	AJ$تندرست+POS
تندرستی	AJ$تندرست+POS YEH#POS COP2SG
تندرستیم	AJ$تندرست+POS COP1PL#POS YEH COP1SG
تندرو	AJ$تندرو+POS
تندروی	AJ$تندروی+POS*تندرو+POS EZ#POS COP2SG
تندرویی	AJ$تندروی+POS EZ#POS COP2SG*تندرو+POS YEH
تندست	AJ$تند+POS COP3SG
تندش	AJ$تند+POS PRO3SG
تندم	AJ$تند+POS PRO1SG#POS COP1SG
تندند	AJ$تند+POS COP3PL
تندی	AJ$تند+POS YEH#POS COP2SG
تندیم	AJ$تند+POS COP1PL#POS YEH COP1SG
تندیی	AJ$تند+POS YEH COP2SG
تنها	AJ$تنها+POS
تنهائی	AJ$تنها+POS YEH
تنهائیست	AJ$تنها+POS YEH COP3SG
تنهائیم	AJ$تنها+POS YEH COP1SG
تنهات	AJ$تنها+POS PRO2SG
تنهاست	AJ$تنها+POS COP3SG
تنهاستی	AJ$تنها+POS COP2SG
تنهاش	AJ$تنها+POS PRO3SG
تنهام	AJ$تنها+POS PRO1SG#POS COP1SG
تنهای	AJ$تنها+POS EZ#POS COP2SG
تنهایم	AJ$تنها+POS PRO1SG#POS COP1PL
تنهایی	AJ$تنها+POS YEH
تنهاییست	AJ$تنها+POS YEH COP3SG
تنهاییم	AJ$تنها+POS YEH COP1SG
تنهاییی	AJ$تنها+POS YEH COP2SG
تنهایی‌ام	AJ$تنها+POS YEH COP1SG
تنور	AJ$تنور+POS
تنورت	AJ$تنور+POS PRO2SG
تنورش	AJ$تنور+POS PRO3SG
تنورم	AJ$تنور+POS PRO1SG#POS COP1SG
تنوری	AJ$تنور+POS YEH#POS COP2SG*تنوری+POS
تنومند	AJ$تنومند+POS
تنومندتر	AJ$تنومند+COMP
تنومندی	AJ$تنومند+POS YEH#POS COP2SG
تنومندیم	AJ$تنومند+POS COP1PL#POS YEH COP1SG
تنک	AJ$تنک+POS
تنکتر	AJ$تنک+COMP
تنکم	AJ$تنک+POS PRO1SG#POS COP1SG
تنکی	AJ$تنک+POS YEH#POS COP2SG
تنک‌روی	AJ$تنک‌رو+POS EZ#POS COP2SG*تنک‌روی+POS
تنگ	AJ$تنگ+POS
تنگت	AJ$تنگ+POS PRO2SG
تنگتر	AJ$تنگ+COMP
تنگترست	AJ$تنگ+COMP COP3SG
تنگترش	AJ$تنگ+COMP PRO3SG
تنگدست	AJ$تنگدست+POS
تنگدستی	AJ$تنگدست+POS YEH#POS COP2SG
تنگدستیم	AJ$تنگدست+POS COP1PL#POS YEH COP1SG
تنگدل	AJ$تنگدل+POS
تنگدلم	AJ$تنگدل+POS PRO1SG#POS COP1SG
تنگدلی	AJ$تنگدل+POS YEH#POS COP2SG
تنگدل‌تر	AJ$تنگدل+COMP
تنگست	AJ$تنگ+POS COP3SG
تنگستی	AJ$تنگ+POS COP2SG
تنگش	AJ$تنگ+POS PRO3SG
تنگشان	AJ$تنگ+POS PRO3PL
تنگم	AJ$تنگ+POS PRO1SG#POS COP1SG
تنگمان	AJ$تنگ+POS PRO1PL
تنگی	AJ$تنگ+POS YEH#POS COP2SG
تنگیست	AJ$تنگ+POS YEH COP3SG
تنگیم	AJ$تنگ+POS COP1PL#POS YEH COP1SG
تنگین	AJ$تنگین+POS
تنگیی	AJ$تنگ+POS YEH COP2SG
تنگ‌تر	AJ$تنگ+COMP
تنگ‌خویی	AJ$تنگ‌خوی+POS EZ#POS COP2SG*تنگ‌خو+POS YEH*تنگ‌خویی+POS
تنگ‌دست	AJ$تنگ‌دست+POS
تنگ‌دستی	AJ$تنگ‌دست+POS YEH#POS COP2SG
تنگ‌دل	AJ$تنگ‌دل+POS
تنگ‌دلی	AJ$تنگ‌دل+POS YEH#POS COP2SG
تنگ‌دهان	AJ$تنگ‌دهان+POS
تنگ‌ست	AJ$تنگ+POS COP3SG
تنی	AJ$تنی+POS
تنیده	AJ$تنیده+POS
تنیست	AJ$تنی+POS COP3SG
تنیم	AJ$تنی+POS PRO1SG#POS COP1SG
تنی‌ام	AJ$تنی+POS COP1SG
تن‌آسان	AJ$تن‌آسان+POS
تن‌آسانی	AJ$تن‌آسان+POS YEH#POS COP2SG
تن‌آسانیم	AJ$تن‌آسان+POS COP1PL#POS YEH COP1SG
تن‌درست	AJ$تن‌درست+POS
تن‌درستی	AJ$تن‌درست+POS YEH#POS COP2SG
تن‌پرور	AJ$تن‌پرور+POS
تن‌پروری	AJ$تن‌پرور+POS YEH#POS COP2SG
تن‌گداز	AJ$تن‌گداز+POS
تهم	AJ$تهم+POS
تهمت	AJ$تهم+POS PRO2SG
تهمتست	AJ$تهم+POS PRO2SG COP3SG
تهمتم	AJ$تهم+POS PRO2SG COP1SG
تهمتن	AJ$تهمتن+POS
تهمتند	AJ$تهم+POS PRO2SG COP3PL
تهمتنم	AJ$تهمتن+POS PRO1SG#POS COP1SG
تهمتنی	AJ$تهمتن+POS YEH#POS COP2SG
تهمتنیست	AJ$تهمتن+POS YEH COP3SG
تهمتی	AJ$تهم+POS PRO2SG YEH#POS PRO2SG COP2SG
تهی	AJ$تهی+POS
تهیت	AJ$تهی+POS PRO2SG
تهیتر	AJ$تهی+COMP
تهیست	AJ$تهی+POS COP3SG
تهیش	AJ$تهی+POS PRO3SG
تهیم	AJ$تهی+POS PRO1SG#POS COP1SG
تهیند	AJ$تهی+POS COP3PL
تهیی	AJ$تهی+POS EZ#POS COP2SG
تهی‌تر	AJ$تهی+COMP
تهی‌ترم	AJ$تهی+COMP COP1SG#COMP PRO1SG
تهی‌دست	AJ$تهی‌دست+POS
تهی‌دستم	AJ$تهی‌دست+POS PRO1SG#POS COP1SG
تهی‌دستی	AJ$تهی‌دست+POS YEH#POS COP2SG
تهی‌دستیم	AJ$تهی‌دست+POS COP1PL#POS YEH COP1SG
تهی‌ست	AJ$تهی+POS COP3SG
تهی‌پا	AJ$تهی‌پا+POS
تواب	AJ$تواب+POS
توابی	AJ$تواب+POS YEH#POS COP2SG
توانا	AJ$توانا+POS
توانائی	AJ$توانا+POS YEH
توانائیم	AJ$توانا+POS YEH COP1SG
توانائیی	AJ$توانا+POS YEH COP2SG
تواناتر	AJ$توانا+COMP
تواناترست	AJ$توانا+COMP COP3SG
تواناتری	AJ$توانا+COMP COP2SG#COMP YEH
تواناترید	AJ$توانا+COMP COP2PL
تواناست	AJ$توانا+POS COP3SG
تواناش	AJ$توانا+POS PRO3SG
توانای	AJ$توانا+POS EZ#POS COP2SG
توانایی	AJ$توانا+POS YEH
تواناییست	AJ$توانا+POS YEH COP3SG
تواناییم	AJ$توانا+POS YEH COP1SG
تواناییی	AJ$توانا+POS YEH COP2SG
توانایی‌ام	AJ$توانا+POS YEH COP1SG
توانسته	AJ$توانسته+POS
توانسته‌ام	AJ$توانسته+POS PRO1SG#POS COP1SG
توانگر	AJ$توانگر+POS
توانگرتر	AJ$توانگر+COMP
توانگرترم	AJ$توانگر+COMP COP1SG#COMP PRO1SG
توانگرست	AJ$توانگر+POS COP3SG
توانگرم	AJ$توانگر+POS PRO1SG#POS COP1SG
توانگرند	AJ$توانگر+POS COP3PL
توانگرکه	AJ$توانگر+POS CONJ
توانگری	AJ$توانگر+POS YEH#POS COP2SG
توانگریم	AJ$توانگر+POS COP1PL#POS YEH COP1SG
توحیدیم	AJ$توحیدی+POS PRO1SG#POS COP1SG
توخته	AJ$توخته+POS
تودارم	AJ$تودار+POS PRO1SG#POS COP1SG
توداری	AJ$تودار+POS YEH#POS COP2SG
توری	AJ$توری+POS
توریت	AJ$توری+POS PRO2SG
توزی	AJ$توزی+POS
توزیعی	AJ$توزیعی+POS
توزیم	AJ$توزی+POS PRO1SG#POS COP1SG
توسن	AJ$توسن+POS
توسنت	AJ$توسن+POS PRO2SG
توسنتری	AJ$توسن+COMP COP2SG#COMP YEH
توسنست	AJ$توسن+POS COP3SG
توسنش	AJ$توسن+POS PRO3SG
توسنم	AJ$توسن+POS PRO1SG#POS COP1SG
توسنی	AJ$توسن+POS YEH#POS COP2SG
توفان	AJ$توفان+POS
توفانست	AJ$توفان+POS COP3SG
توفانی	AJ$توفان+POS YEH#POS COP2SG
توفانیست	AJ$توفان+POS YEH COP3SG
توقیعی	AJ$توقیعی+POS
تولب	AJ$تولب+POS
تولیدی	AJ$تولیدی+POS
تونیست	AJ$تونی+POS COP3SG
تونیم	AJ$تونی+POS PRO1SG#POS COP1SG
تونیی	AJ$تونی+POS EZ#POS COP2SG
توپیشی	AJ$توپی+POS PRO3SG COP2SG#POS PRO3SG YEH
تویی	AJ$تویی+POS
توییست	AJ$تویی+POS COP3SG
توییش	AJ$تویی+POS PRO3SG
توییم	AJ$تویی+POS PRO1SG#POS COP1SG
تپان	AJ$تپان+POS
تپانم	AJ$تپان+POS PRO1SG#POS COP1SG
تپیده	AJ$تپیده+POS
تپیده‌ام	AJ$تپیده+POS PRO1SG#POS COP1SG
تپیده‌اند	AJ$تپیده+POS COP3PL
تکاور	AJ$تکاور+POS
تکاورت	AJ$تکاور+POS PRO2SG
تکاورتر	AJ$تکاور+COMP
تکاورترند	AJ$تکاور+COMP COP3PL
تکاورش	AJ$تکاور+POS PRO3SG
تکاوری	AJ$تکاور+POS YEH#POS COP2SG
تکراری	AJ$تکراری+POS
تکلفی	AJ$تکلفی+POS
تکلفیت	AJ$تکلفی+POS PRO2SG
تکمه‌ای	AJ$تکمه‌ای+POS
تکی	AJ$تکی+POS
تکیست	AJ$تکی+POS COP3SG
تگرگی	AJ$تگرگی+POS
تی	AJ$+POS PRO2SG YEH#POS PRO2SG COP2SG*تی+POS
تیر	AJ$تیر+POS
تیرا	AJ$+POS PRO2SG YEH POSTP*تی+POS POSTP
تیرت	AJ$تیر+POS PRO2SG
تیرتان	AJ$تیر+POS PRO2PL
تیردوز	AJ$تیردوز+POS
تیردوزش	AJ$تیردوز+POS PRO3SG
تیرست	AJ$تیر+POS COP3SG
تیرش	AJ$تیر+POS PRO3SG
تیرشان	AJ$تیر+POS PRO3PL
تیرقدی	AJ$تیرقد+POS YEH#POS COP2SG
تیرم	AJ$تیر+POS PRO1SG#POS COP1SG
تیرند	AJ$تیر+POS COP3PL
تیره	AJ$تیره+POS
تیره‌ات	AJ$تیره+POS PRO2SG
تیره‌ام	AJ$تیره+POS PRO1SG#POS COP1SG
تیره‌ای	AJ$تیره+POS COP2SG
تیره‌ایم	AJ$تیره+POS COP1PL
تیره‌بخت	AJ$تیره‌بخت+POS
تیره‌بختی	AJ$تیره‌بخت+POS YEH#POS COP2SG
تیره‌ت	AJ$تیره+POS PRO2SG
تیره‌تان	AJ$تیره+POS PRO2PL
تیره‌تر	AJ$تیره+COMP
تیره‌دل	AJ$تیره‌دل+POS
تیره‌دلی	AJ$تیره‌دل+POS YEH#POS COP2SG
تیره‌رایش	AJ$تیره‌رای+POS PRO3SG
تیره‌رایم	AJ$تیره‌رای+POS PRO1SG#POS COP1SG
تیره‌رایی	AJ$تیره‌رای+POS EZ#POS COP2SG
تیره‌رنگ	AJ$تیره‌رنگ+POS
تیره‌روان	AJ$تیره‌روان+POS
تیره‌ست	AJ$تیره+POS COP3SG
تیره‌ستی	AJ$تیره+POS COP2SG
تیره‌ش	AJ$تیره+POS PRO3SG
تیره‌شان	AJ$تیره+POS PRO3PL
تیره‌مان	AJ$تیره+POS PRO1PL
تیره‌چشمیم	AJ$تیره‌چشم+POS COP1PL#POS YEH COP1SG
تیره‌ی	AJ$تیره+POS EZ#POS COP2SG
تیری	AJ$تیر+POS YEH#POS COP2SG
تیرید	AJ$تیر+POS COP2PL
تیریست	AJ$تیر+POS YEH COP3SG
